url,label,length,entropy,digits,special_chars,has_ip,domain,url_len,url_entropy,letters,has_punycode,has_encoded,num_subdomains,p_tab,p_text,p_ens,pred_ens,pct_enc,has_at,is_shortener
https://www.email12.secureserver.net/webmail.php?login=1,0,56,4.397788904744256,3,10,0,email12.secureserver.net,56,4.397788904744256,43,0,0,1,0.2636142476117475,0.96140426,0.9979191004881904,1,0,0,0
https://www.mfp.progial.fr/login.php?agora=2b9d9gk6a3gjnsa88fufmnn2o1&disable_initial_page=no&default_app=&agora=2b9d9gk6a3gjnsa88fufmnn2o1,0,139,4.796472703373536,18,19,0,mfp.progial.fr,139,4.796472703373536,102,0,0,1,0.6985008592736968,0.843634,0.9967588777618722,1,0,0,0
https://www.breitbart.com/article.php?id=CNG.330cf9e82f366a9b90112d53371c24df.831&amp;show_article=1,0,100,4.976432945559271,26,15,0,breitbart.com,100,4.976432945559271,59,0,0,0,0.2141511583225364,0.99526656,0.9984847740142316,1,0,0,0
https://www.joepresko.remax-midstates.com/remaxmidstates/modules/agent/agent.asp?s=facebook&p=findahome.asp&amp;page=search&amp;search=&amp;selected=mls&amp;listing=true&amp;mlsnumber=1713505&amp;mlsid=311&amp;s=facebook&amp;t=62135PM,0,234,4.732632781139192,15,41,0,joepresko.remax-midstates.com,234,4.732632781139192,178,0,0,1,0.806341763425122,0.9956927,0.999659725239593,1,0,0,0
https://www.rbr.com/index.php?category=14&pg=10&amp;amp;amp;amp;amp;amp;output_type=atom&amp;amp;amp;amp;amp;amp;output_type=atom&amp;amp;output_type=atom&amp;output_type=atom,0,175,4.096635512069363,4,38,0,rbr.com,175,4.096635512069363,133,0,0,0,0.0798708918506717,0.9952533,0.9978770591091908,1,0,0,0
https://www.rbr.com/index.php?category=14&pg=7&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;output_type=atom&amp;amp;amp;amp;amp;amp;output_type=atom&amp;amp;output_type=atom,0,173,3.9850168172847247,3,39,0,rbr.com,173,3.9850168172847247,131,0,0,0,0.2600503570531954,0.99435353,0.9986335532359476,1,0,0,0
https://www.rbr.com/index.php?category=14&pg=9&amp;amp;amp;amp;amp;amp;amp;output_type=atom&amp;amp;amp;amp;amp;output_type=atom&amp;amp;amp;output_type=atom&amp;output_type=atom&amp;output_type=atom,0,199,4.026658443411683,3,43,0,rbr.com,199,4.026658443411683,153,0,0,0,0.1533365003019247,0.9961372,0.9982547544999084,1,0,0,0
https://www.thebatt.com/women-s-big-12-basketball-conference-preview-1.2689986?cache=0/?parentPage=h118:ca.he=03D163D03D163Dp:/he3D03Dn63Frepo?cache?cache=03D16v3rtisi3?7/0iuaraes.php+ForceRecrawl:+0,0,199,4.930832189033422,38,33,0,thebatt.com,199,4.930832189033422,128,0,0,0,0.8859755274779243,0.99964285,0.999735460212897,1,0,0,0
https://code.google.com/appengine/,0,34,3.866587105828959,0,7,0,code.google.com,34,3.866587105828959,27,0,0,1,0.2831475836514327,0.99973875,0.9987980157858816,1,0,0,0
https://pc-internet-tips.blogspot.com/,0,38,3.9380738947378657,0,8,0,pc-internet-tips.blogspot.com,38,3.9380738947378657,30,0,0,1,0.3250491727789256,0.97580475,0.9985217382876966,1,0,0,0
httpss://news.google.com/?topic=b,0,33,4.066677073707229,0,8,0,news.google.com,33,4.066677073707229,25,0,0,1,0.3558146118308799,0.99368507,0.9989162707251033,1,0,0,0
https://cruzaccessories.com/,0,28,3.7803946541231945,0,5,0,cruzaccessories.com,28,3.7803946541231945,23,0,0,0,0.6375427975831216,0.7544618,0.98800091915551,1,0,0,0
https://homepages.feis.herts.ac.uk/~comqejb/algspec/pr.html,0,59,4.245297982681709,0,12,0,homepages.feis.herts.ac.uk,59,4.245297982681709,47,0,0,3,0.5565403544828876,0.9983937,0.9993845332585268,1,0,0,0
