url,label,length,entropy,digits,special_chars,has_ip,domain,url_len,url_entropy,letters,has_punycode,has_encoded,num_subdomains,p_tab,p_text,p_ens,pred_ens,pct_enc,has_at,is_shortener
https://www.antshopeu.com,1,25,3.7834651896016473,0,5,0,antshopeu.com,25,3.7834651896016473,20,0,0,0,0.5143298856327081,0.0010929072,0.0032147962684396,0,0,0,0
https://www.asicshop.eu,1,23,3.6753108689123635,0,5,0,asicshop.eu,23,3.675310868912364,18,0,0,0,0.4860086937719066,0.0051580956,0.0031572059092087,0,0,0,0
https://wiredtree.zarief.com/~beillo/res/,1,41,4.073913212347579,0,9,0,iredtree.zarief.com,41,4.073913212347579,32,0,0,1,0.2014628381343146,0.36152637,0.13981144610535,0,0,0,0
https://yahoo54190.wordpress.com/,1,33,4.210764573772789,5,6,0,yahoo54190.wordpress.com,33,4.210764573772789,22,0,0,1,0.988131970017196,0.1796622,0.0985467308603655,0,0,0,0
https://www.kastamonu.edu.tr/index.php,1,38,4.083067973799101,0,8,0,kastamonu.edu.tr,38,4.083067973799101,30,0,0,1,0.2868294347221454,0.0004419018,0.0018014390262598,0,0,0,0
https://www.bellarosaflowers.ae/libe/26211879d5b2f5c383bae554d87e6b5/,1,69,4.534562733095158,21,8,0,bellarosaflowers.ae,69,4.534562733095158,40,0,0,0,0.959617485392406,0.012042836,0.0112728539951436,0,0,0,0
https://ia601303.us.archive.org/33/items/TANKO_201509/TANKO.html,1,64,4.722274413893479,14,12,0,ia601303.us.archive.org,64,4.722274413893479,38,0,0,2,0.3807782559966526,0.38219246,0.2504774145026737,0,0,0,0
https://www.webscr-idapps.dns-http2.com/?4b36d2b5ec1919db,1,57,4.5300011982614015,10,10,0,ebscr-idapps.dns-http2.com,57,4.5300011982614015,37,0,0,1,0.0823908063565573,0.058163922,0.0022881735185233,0,0,0,0
https://www.hampshirehotel.je/,1,30,3.8062389286533898,0,6,0,hampshirehotel.je,30,3.8062389286533898,24,0,0,0,0.2021366831310796,7.3244366e-05,0.0014493975621533,0,0,0,0
https://www.glimmering.ca/index.php?email=najla.mohammedhasanali@caa.gov.qa,1,75,4.339452179872483,0,13,0,glimmering.ca,75,4.339452179872483,62,0,0,0,0.2029850134163626,4.328204e-05,0.001451920989667,0,0,1,0
https://www.glimmering.ca/index.php?email=info@mannai.com.qa,1,60,4.357425813763051,0,12,0,glimmering.ca,60,4.357425813763051,48,0,0,0,0.1584367560888628,0.00052846584,0.0013064892991959,0,0,1,0
https://www.samozico.com/,1,25,3.6732696895151085,0,6,0,samozico.com,25,3.673269689515109,19,0,0,0,0.1422069314018509,0.0009480476,0.0012611890826332,0,0,0,0
https://www.marketeg.com/index2.php,1,35,4.1998737308598,1,7,0,marketeg.com,35,4.1998737308598,27,0,0,0,0.4726899116420859,0.000105936066,0.0028591394430149,0,0,0,0
https://www.knab.nl/?utm_source=KNAB&utm_medium=email&utm_campaign=oo-fiscaaljaaroverzicht&utm_content=&utm_term=Knab_,1,118,4.700937327830911,0,23,0,knab.nl,118,4.700937327830911,95,0,0,0,0.4197104564518052,0.013626538,0.0029853715406358,0,0,0,0
https://www.eharmony.com/,1,25,3.863465189601647,0,6,0,eharmony.com,25,3.863465189601647,19,0,0,0,0.1192665320455455,4.9369228e-05,0.0011767027039783,0,0,0,0
https://www.fullbeauty.com/fb/lingerie/sleep/?affiliate_id9&affiliate_location_id=08&cid=O181788&mid=5555620918746&sssdmh=O181788100006,1,135,4.921861077022711,34,21,0,fullbeauty.com,135,4.921861077022711,80,0,0,0,0.5165642798460528,3.986814e-05,0.0031888420332922,0,0,0,0
https://www.btc-gift.live/,1,26,3.873140679513133,0,7,0,btc-gift.live,26,3.873140679513133,19,0,0,0,0.2987860956394405,0.14996795,0.0129358798632179,0,0,0,0
https://www.fullbeauty.com/fb/men/?affiliate_id9&affiliate_location_id=23&cid=O181763&mid=5555620918746&sssdmh=O181763100006,1,124,4.971125020728674,34,20,0,fullbeauty.com,124,4.971125020728674,70,0,0,0,0.4621018022360075,4.9117385e-05,0.0027821668334996,0,0,0,0
https://kamazaraza.com/,1,23,3.5511911744656963,0,5,0,kamazaraza.com,23,3.5511911744656963,18,0,0,0,0.5239910030437127,0.3224957,0.1801288378758484,0,0,0,0
https://www.enex.it/55730816/f5fdd3a8,1,37,4.283381405994074,11,7,0,enex.it,37,4.283381405994074,19,0,0,0,0.1927780778435245,0.022240557,0.0018901228499663,0,0,0,0
https://www.centralmaisconsultas.com/,1,37,3.992708770800467,0,6,0,centralmaisconsultas.com,37,3.992708770800467,31,0,0,0,0.1645419886160563,0.015034521,0.0016029171930771,0,0,0,0
https://www.kloote.com/qs.php?e=,1,32,3.92095859334435,0,9,0,kloote.com,32,3.92095859334435,23,0,0,0,0.4627847597886691,0.00012554158,0.0027897107080946,0,0,0,0
https://www.soplacaspesquisas.com/,1,34,3.8366003408685505,0,6,0,soplacaspesquisas.com,34,3.836600340868552,28,0,0,0,0.2110158635011287,0.017821107,0.0018679015957733,0,0,0,0
https://www.getitunescodes.com/,1,31,3.8890495359141695,0,6,0,getitunescodes.com,31,3.8890495359141695,25,0,0,0,0.1539290203200029,0.00598989,0.0013871408205476,0,0,0,0
https://www.canvasclub.net/survey/userpodswin/source=mw/subid=xt786crsyo99a,1,75,4.535569111033334,5,11,0,canvasclub.net,75,4.535569111033334,59,0,0,0,0.0884223061743715,0.00076514797,0.0010991937227396,0,0,0,0
